context	question	pred_answer	label	pred_verify
A Turing machine is a mathematical model of a general computing machine	What a scientific model of a general computing machine?	A Turing machine	1	0
 In particular, the city's metro, roads, sidewalks, health care facilities and sanitation facilities have improved markedly	What have Bloc's sidewalks and sanitation facilities done?	improved	1	0
Between 1402 and 1405, the expedition led by the Norman noble Jean de Bethencourt and the Poitevine Gadifer de la Salle conquered the Canarian islands of Lanzarote, Fuerteventura and El Hierro off the Atlantic coast of Africa	What Islands are of the coast of Asia?	Canarian islands	1	1
Warsaw's first stock exchange was established in 1817 and continued trading until World War II	When was Warsaw's first stock exchange established?	1817	0	1
 Early versions were in use by 1851, but the most successful indicator was developed for the high speed engine inventor and manufacturer Charles Porter by Charles Richard and exhibited at London Exhibition in 1862	Where was the Charles Porter steam engine indicator shown?	London Exhibition	0	0
Both before and after the 1708 passage of the Foreign Protestants Naturalization Act, an estimated 50,000 Protestant Walloons and Huguenots fled to England, with many moving on to Ireland and elsewhere	How many Protestant Walloons and Huguenots continued on through England and ended up in Ireland?	50,000	1	1
 During his analysis of nineteenth-century cartographic techniques, he highlights the use of blank space to denote unknown or unexplored territory	 What did Basset analyze after coming to his conclusions?	nineteenth-century cartographic techniques	1	0
 Buddhism (especially Tibetan Buddhism) flourished, although Taoism endured certain persecutions in favor of Buddhism from the Yuan government	 What religion did the Yuan encourage, to support Buddhism?	Taoism	1	0
 The principle of proportionality is also recognised in Article 5 of the EC Treaty, stating that "any action by the Community shall not go beyond what is necessary to achieve the objectives of this Treaty"	Where is the principle of proportionality not recognized in the EC treaty?	Article 5	1	1
 In the river, electric eels can produce an electric shock that can stun or kill, while piranha are known to bite and injure humans	What fish living in the Amazon river is known to bit humans?	piranha	0	1
 No even number greater than 2 is prime because by definition, any such number n has at least three distinct divisors, namely 1, 2, and n	What are the specific divisors of all even numbers larger than 1?	1, 2, and n	1	0
Several procedures enable the Scottish Parliament to scrutinise the Government	What enables the Scottish Parliament to scrutinize the government?	Several procedures	0	1
According to PolitiFact the top 400 richest Americans "have more wealth than half of all Americans combined	What do the top 400 richest Americans have more of than half of all Americans combined?	wealth	0	0
The Rhine-Meuse Delta is a tidal delta, shaped not only by the sedimentation of the rivers, but also by tidal currents	What type of Delta is the Rhine-Meuse?	tidal	0	1
Phagocytosis is an important feature of cellular innate immunity performed by cells called 'phagocytes' that engulf, or eat, pathogens or particles	What type of cells engulf or eat pathogens and foreign particles?	phagocytes	0	1
 David Rodda noted that from 1984 and 1991, the number of quality rental units decreased as the demand for higher quality housing increased (Rhoda 1994:148)	What decreased in number between 1984 and 1991?	quality rental units	0	1
As indigenous territories continue to be destroyed by deforestation and ecocide, such as in the Peruvian Amazon indigenous peoples' rainforest communities continue to disappear, while others, like the Urarina continue to struggle to fight for their cultural survival and the fate of their forested territories	Indigenous territories are largely being destroyed in what two ways?	deforestation and ecocide	0	0
[note 7] The "total length of the Rhine", to the inclusion of Lake Constance and the Alpine Rhine is more difficult to measure objectively; it was cited as 1,232 kilometres (766 miles) by the Dutch Rijkswaterstaat in 2010	How long is Lake Constance?	1,232 kilometres (766 miles	1	0
